close,return,realreturn,direction,future_direction,lag1,lag2,lag3,lag4,lag5,result,up,uptotal,rsi
150.267,0,0,0,0,0,1,2,2,2,0,0,0,33.80356668
150.267,0,0,0,1,2,0,1,2,2,0,0,0,33.80356668
150.378,0.000738412,0.111,1,-1,2,2,0,1,2,0.111,1,0.111,26.6155208
149.52,-0.005721961,-0.858,-1,-1,2,2,2,0,1,0.858,0,0,25.91209423
149.07,-0.003014169,-0.45,-1,-1,1,2,2,2,0,0.45,0,0,26.50991918
148.183,-0.005967998,-0.887,-1,-1,1,1,2,2,2,0.887,0,0,27.30850742
147.49,-0.00468762,-0.693,-1,0,1,1,1,2,2,0.693,0,0,26.38970158
147.49,0,0,0,0,1,1,1,1,2,0,0,0,26.38970158
147.49,0,0,0,1,2,1,1,1,1,0,0,0,26.38970158
147.85,0.002437869,0.36,1,-1,2,2,1,1,1,0.36,1,0.36,21.47315855
147.819,-0.000209694,-0.031,-1,1,2,2,2,1,1,0.031,0,0,13.8212766
148.628,0.005457987,0.809,1,-1,1,2,2,2,1,0.809,1,0.809,20.17972568
147.786,-0.005681258,-0.842,-1,1,2,1,2,2,2,0.842,0,0,18.77658794
148.074,0.001946867,0.288,1,0,1,2,1,2,2,0.288,1,0.288,29.42390692
148.074,0,0,0,0,2,1,2,1,2,0,0,0,29.42390692
148.074,0,0,0,1,2,2,1,2,1,0,0,0,29.42390692
148.615,0.003646921,0.541,1,1,2,2,2,1,2,0.541,1,0.541,34.69352318
148.975,0.002419437,0.36,1,-1,2,2,2,2,1,0.36,1,0.36,44.82037635
148.869,-0.000711782,-0.106,-1,1,2,2,2,2,2,0.106,0,0,47.95607077
149.672,0.005379509,0.803,1,-1,1,2,2,2,2,0.803,1,0.803,65.40451066
149.052,-0.004150995,-0.62,-1,0,2,1,2,2,2,0.62,0,0,66.40756303
149.052,0,0,0,0,1,2,1,2,2,0,0,0,66.40756303
149.052,0,0,0,-1,2,1,2,1,2,0,0,0,66.40756303
149.037,-0.000100641,-0.015,-1,-1,2,2,1,2,1,0.015,0,0,63.44280861
148.912,-0.00083907,-0.125,-1,-1,1,2,2,1,2,0.125,0,0,62.12020404
146.921,-0.0134605,-1.991,-1,-1,1,1,2,2,1,1.991,0,0,35.00263574
146.144,-0.00530259,-0.777,-1,-1,0,1,1,2,2,0.777,0,0,35.40703875
145.505,-0.004381987,-0.639,-1,0,1,0,1,1,2,0.639,0,0,28.50928559
145.505,0,0,0,0,1,1,0,1,1,0,0,0,28.50928559
145.505,0,0,0,1,2,1,1,0,1,0,0,0,28.50928559
145.613,0.000741967,0.108,1,-1,2,2,1,1,0,0.108,1,0.108,22.92568543
144.074,-0.010625361,-1.539,-1,1,2,2,2,1,1,1.539,0,0,13.55049829
144.623,0.0038033,0.549,1,-1,0,2,2,2,1,0.549,1,0.549,20.37398828
144.608,-0.000103723,-0.015,-1,1,2,0,2,2,2,0.015,0,0,10.30103481
146.194,0.010907874,1.586,1,0,1,2,0,2,2,1.586,1,1.586,30.541939
146.194,0,0,0,0,3,1,2,0,2,0,0,0,30.541939
146.194,0,0,0,-1,2,3,1,2,0,0,0,0,30.541939
146.169,-0.00017102,-0.025,-1,1,2,2,3,1,2,0.025,0,0,30.50040794
147.019,0.005798344,0.85,1,1,1,2,2,3,1,0.85,1,0.85,38.28444114
147.751,0.004966594,0.732,1,-1,2,1,2,2,3,0.732,1,0.732,56.08504399
147.217,-0.003620736,-0.534,-1,-1,2,2,1,2,2,0.534,0,0,58.15721454
146.821,-0.002693531,-0.396,-1,0,1,2,2,1,2,0.396,0,0,60.38838017
146.821,0,0,0,0,1,1,2,2,1,0,0,0,60.38838017
146.821,0,0,0,1,2,1,1,2,2,0,0,0,60.38838017
147.205,0.002612015,0.384,1,1,2,2,1,1,2,0.384,1,0.384,62.04236006
147.565,0.002442584,0.36,1,-1,2,2,2,1,1,0.36,1,0.36,82.13956914
147.487,-0.00052872,-0.078,-1,-1,2,2,2,2,1,0.078,0,0,78.87096774
146.645,-0.005725336,-0.842,-1,1,1,2,2,2,2,0.842,0,0,67.59979264
146.938,0.001996029,0.293,1,0,1,1,2,2,2,0.293,1,0.293,58.2777036
146.938,0,0,0,0,2,1,1,2,2,0,0,0,58.2777036
146.938,0,0,0,-1,2,2,1,1,2,0,0,0,58.2777036
146.374,-0.003845739,-0.564,-1,-1,2,2,2,1,1,0.564,0,0,52.03655871
144.937,-0.009865825,-1.437,-1,1,1,2,2,2,1,1.437,0,0,31.47686833
145.296,0.002473876,0.359,1,1,0,1,2,2,2,0.359,1,0.359,26.60567944
145.574,0.001911507,0.278,1,1,2,0,1,2,2,0.278,1,0.278,33.54037267
145.889,0.00216151,0.315,1,0,2,2,0,1,2,0.315,1,0.315,40.50916497
145.889,0,0,0,0,2,2,2,0,1,0,0,0,40.50916497
145.889,0,0,0,-1,2,2,2,2,0,0,0,0,40.50916497
145.73,-0.001090464,-0.159,-1,-1,2,2,2,2,2,0.159,0,0,34.25827108
145.461,-0.001847585,-0.269,-1,-1,1,2,2,2,2,0.269,0,0,27.10056596
144.561,-0.006206446,-0.9,-1,-1,1,1,2,2,2,0.9,0,0,22.98744461
144.468,-0.000643534,-0.093,-1,1,1,1,1,2,2,0.093,0,0,26.67666595
146.19,0.011849116,1.722,1,0,1,1,1,1,2,1.722,1,1.722,43.8648294
146.19,0,0,0,0,3,1,1,1,1,0,0,0,43.8648294
146.19,0,0,0,-1,2,3,1,1,1,0,0,0,43.8648294
145.714,-0.003261349,-0.476,-1,1,2,2,3,1,1,0.476,0,0,44.50732357
145.844,0.000891761,0.13,1,1,1,2,2,3,1,0.13,1,0.13,59.64688364
146.104,0.00178114,0.26,1,1,2,1,2,2,3,0.26,1,0.26,58.77879183
146.159,0.000376373,0.055,1,1,2,2,1,2,2,0.055,1,0.055,56.67960722
146.668,0.003476459,0.509,1,0,2,2,2,1,2,0.509,1,0.509,58.51738465
146.668,0,0,0,0,2,2,2,2,1,0,0,0,58.51738465
146.668,0,0,0,1,2,2,2,2,2,0,0,0,58.51738465
146.917,0.001696272,0.249,1,1,2,2,2,2,2,0.249,1,0.249,62.7278576
147.307,0.002651043,0.39,1,1,2,2,2,2,2,0.39,1,0.39,69.29347826
147.867,0.003794377,0.56,1,1,2,2,2,2,2,0.56,1,0.56,87.19621962
148.56,0.004675696,0.693,1,1,2,2,2,2,2,0.693,1,0.693,90.5630452
148.689,0.000867959,0.129,1,0,2,2,2,2,2,0.129,1,0.129,86.20689655
148.689,0,0,0,0,2,2,2,2,2,0,0,0,86.20689655
148.689,0,0,0,-1,2,2,2,2,2,0,0,0,86.20689655
148.57,-0.000800649,-0.119,-1,-1,2,2,2,2,2,0.119,0,0,96.15384615
148.021,-0.003702072,-0.549,-1,-1,1,2,2,2,2,0.549,0,0,80.98491318
147.439,-0.003939625,-0.582,-1,-1,1,1,2,2,2,0.582,0,0,67.40547588
146.34,-0.007481849,-1.099,-1,-1,1,1,1,2,2,1.099,0,0,51.8548883
146.309,-0.000211858,-0.031,-1,0,1,1,1,1,2,0.031,0,0,45.9213815
146.309,0,0,0,-1,1,1,1,1,1,0,0,0,45.9213815
146.134,-0.001196815,-0.175,-1,-1,2,1,1,1,1,0.175,0,0,44.16520979
145.822,-0.002137309,-0.312,-1,1,1,2,1,1,1,0.312,0,0,38.19788748
146.128,0.00209625,0.306,1,1,1,1,2,1,1,0.306,1,0.306,37.05817783
146.345,0.001483898,0.217,1,-1,2,1,1,2,1,0.217,1,0.217,31.9325736
145.789,-0.003806477,-0.556,-1,-1,2,2,1,1,2,0.556,0,0,16
145.39,-0.002740584,-0.399,-1,0,1,2,2,1,1,0.399,0,0,12.03682394
145.39,0,0,0,0,1,1,2,2,1,0,0,0,12.03682394
145.39,0,0,0,1,2,1,1,2,2,0,0,0,12.03682394
145.826,0.002994343,0.436,1,1,2,2,1,1,2,0.436,1,0.436,20.57057057
146.804,0.006684234,0.978,1,-1,2,2,2,1,1,0.978,1,0.978,38.04753487
146.618,-0.001267799,-0.186,-1,-1,2,2,2,2,1,0.186,0,0,41.25665602
145.297,-0.009050642,-1.321,-1,-1,1,2,2,2,2,1.321,0,0,39.39393939
144.648,-0.004476719,-0.649,-1,0,0,1,2,2,2,0.649,0,0,34.99548329
144.648,0,0,0,0,1,0,1,2,2,0,0,0,34.99548329
144.648,0,0,0,-1,2,1,0,1,2,0,0,0,36.1380597
144.167,-0.003330855,-0.481,-1,-1,2,2,1,0,1,0.481,0,0,35.03345994
144.088,-0.000548126,-0.079,-1,-1,1,2,2,1,0,0.079,0,0,30.76197661
142.919,-0.008146188,-1.169,-1,-1,1,1,2,2,1,1.169,0,0,22.6095299
142.433,-0.003406323,-0.486,-1,-1,0,1,1,2,2,0.486,0,0,22.86545925
141.588,-0.005950282,-0.845,-1,0,1,0,1,1,2,0.845,0,0,21.32730015
141.588,0,0,0,0,1,1,0,1,1,0,0,0,21.32730015
141.588,0,0,0,-1,2,1,1,0,1,0,0,0,21.32730015
141.325,-0.001859229,-0.263,-1,1,2,2,1,1,0,0.263,0,0,15.1463528
141.334,6.37E-05,0.009,1,-1,1,2,2,1,1,0.009,1,0.009,0.163994169
140.566,-0.005448754,-0.768,-1,1,2,1,2,2,1,0.768,0,0,0.148270181
140.929,0.002579088,0.363,1,-1,1,2,1,2,2,0.363,1,0.363,7.276995305
140.864,-0.000461332,-0.065,-1,0,2,1,2,1,2,0.065,0,0,8.215547703
140.864,0,0,0,0,1,2,1,2,1,0,0,0,8.215547703
140.864,0,0,0,-1,2,1,2,1,2,0,0,0,8.215547703
140.817,-0.000333711,-0.047,-1,1,2,2,1,2,1,0.047,0,0,9.086468002
142.256,0.010167076,1.439,1,1,1,2,2,1,2,1.439,1,1.439,33.20498717
142.737,0.003375525,0.481,1,-1,3,1,2,2,1,0.481,1,0.481,48.09064205
142.565,-0.00120574,-0.172,-1,1,2,3,1,2,2,0.172,0,0,51.48247978
142.852,0.002011093,0.287,1,0,1,2,3,1,2,0.287,1,0.287,66.23009759
142.852,0,0,0,1,2,1,2,3,1,0,0,0,66.23009759
142.886,0.00023798,0.034,1,1,2,2,1,2,3,0.034,1,0.034,66.52240326
143.176,0.002027533,0.29,1,-1,2,2,2,1,2,0.29,1,0.29,73.40075853
143.078,-0.000684707,-0.098,-1,1,2,2,2,2,1,0.098,0,0,71.5628091
145.454,0.016469949,2.376,1,-1,1,2,2,2,2,2.376,1,2.376,93.2413305
144.403,-0.007251884,-1.051,-1,-1,3,1,2,2,2,1.051,0,0,77.39747634
143.96,-0.003072519,-0.443,-1,0,1,3,1,2,2,0.443,0,0,73.04257219
143.96,0,0,0,-1,1,1,3,1,2,0,0,0,73.04257219
143.382,-0.004023086,-0.578,-1,-1,2,1,1,3,1,0.578,0,0,67.2560307
142.83,-0.003857285,-0.552,-1,1,1,2,1,1,3,0.552,0,0,62.90219203
143.243,0.002887377,0.413,1,1,1,1,2,1,1,0.413,1,0.413,57.28413284
143.88,0.00443713,0.637,1,-1,2,1,1,2,1,0.637,1,0.637,58.24556341
143.121,-0.005289193,-0.759,-1,1,2,2,1,1,2,0.759,0,0,53.69779197
143.387,0.001856842,0.266,1,0,1,2,2,1,1,0.266,1,0.266,53.5680939
143.387,0,0,0,0,2,1,2,2,1,0,0,0,53.5680939
143.387,0,0,0,1,2,2,1,2,2,0,0,0,53.35655902
144.758,0.009516114,1.371,1,1,2,2,2,1,2,1.371,1,1.371,59.2579588
145.431,0.004638365,0.673,1,-1,3,2,2,2,1,0.673,1,0.673,62.90163395
145.11,-0.002209672,-0.321,-1,1,2,3,2,2,2,0.321,0,0,47.56511891
146.664,0.010652181,1.554,1,-1,1,2,3,2,2,1.554,1,1.554,64.93987049
146.414,-0.001706031,-0.25,-1,0,3,1,2,3,2,0.25,0,0,66.63954434
146.414,0,0,0,0,1,3,1,2,3,0,0,0,66.63954434
146.414,0,0,0,1,2,1,3,1,2,0,0,0,72.30723955
147.115,0.004776368,0.701,1,1,2,2,1,3,1,0.701,1,0.701,80.84953204
147.703,0.003988907,0.588,1,-1,2,2,2,1,3,0.588,1,0.588,81.32022472
147.548,-0.001049954,-0.155,-1,1,2,2,2,2,1,0.155,0,0,77.62880386
149.238,0.0113888,1.69,1,-1,1,2,2,2,2,1.69,1,1.69,90.40824415
147.195,-0.013784109,-2.043,-1,0,3,1,2,2,2,2.043,0,0,70.37235181
147.195,0,0,0,0,0,3,1,2,2,0,0,0,70.37235181
147.195,0,0,0,1,2,0,3,1,2,0,0,0,70.37235181
147.946,0.005089104,0.751,1,1,2,2,0,3,1,0.751,1,0.751,68.26724731
148.867,0.006205948,0.921,1,-1,2,2,2,0,3,0.921,1,0.921,69.14419434
148.396,-0.003168914,-0.471,-1,-1,2,2,2,2,0,0.471,0,0,68.00745287
148.252,-0.000970848,-0.144,-1,-1,1,2,2,2,2,0.144,0,0,60.29297381
148.116,-0.000917778,-0.136,-1,0,1,1,2,2,2,0.136,0,0,61.19736842
148.116,0,0,0,0,1,1,1,2,2,0,0,0,61.19736842
148.116,0,0,0,1,2,1,1,1,2,0,0,0,61.19736842
148.523,0.002744078,0.407,1,-1,2,2,1,1,1,0.407,1,0.407,59.63591569
147.523,-0.006755733,-1,-1,1,2,2,2,1,1,1,0,0,48.83389479
148.186,0.004484146,0.663,1,1,1,2,2,2,1,0.663,1,0.663,53.87794797
148.332,0.000984763,0.146,1,1,2,1,2,2,2,0.146,1,0.146,43.22059264
149.118,0.005284934,0.786,1,0,2,2,1,2,2,0.786,1,0.786,67.7235023
149.118,0,0,0,1,2,2,2,1,2,0,0,0,67.7235023
149.274,0.001045605,0.156,1,-1,2,2,2,2,1,0.156,1,0.156,68.62569432
148.226,-0.007045407,-1.048,-1,1,2,2,2,2,2,1.048,0,0,52.3817625
148.443,0.00146291,0.217,1,-1,1,2,2,2,2,0.217,1,0.217,45.90258987
148.068,-0.002529418,-0.375,-1,1,2,1,2,2,2,0.375,0,0,46.77038204
148.427,0.002421627,0.359,1,-1,1,2,1,2,2,0.359,1,0.359,51.65312677
147.562,-0.005844828,-0.865,-1,0,2,1,2,1,2,0.865,0,0,45.40019927
147.562,0,0,0,0,1,2,1,2,1,0,0,0,45.40019927
147.562,0,0,0,-1,2,1,2,1,2,0,0,0,45.40019927
146.983,-0.003931493,-0.579,-1,1,2,2,1,2,1,0.579,0,0,37.56861479
147.978,0.00674668,0.995,1,-1,1,2,2,1,2,0.995,1,0.995,53.67587656
147.723,-0.001724716,-0.255,-1,-1,2,1,2,2,1,0.255,0,0,45.99550251
146.012,-0.011650088,-1.711,-1,1,1,2,1,2,2,1.711,0,0,34.20909338
147.024,0.006907029,1.012,1,0,0,1,2,1,2,1.012,1,1.012,36.17274168
147.024,0,0,0,0,2,0,1,2,1,0,0,0,36.17274168
147.024,0,0,0,-1,2,2,0,1,2,0,0,0,34.83009709
146.25,-0.005278353,-0.774,-1,-1,2,2,2,0,1,0.774,0,0,36.16633996
145.946,-0.002080796,-0.304,-1,-1,1,2,2,2,0,0.304,0,0,32.72928483
144.576,-0.009431369,-1.37,-1,-1,1,1,2,2,2,1.37,0,0,28.76945525
144.001,-0.003985077,-0.575,-1,-1,0,1,1,2,2,0.575,0,0,23.77962085
143.513,-0.003394621,-0.488,-1,0,1,0,1,1,2,0.488,0,0,24.8914796
143.513,0,0,0,0,1,1,0,1,1,0,0,0,24.8914796
143.513,0,0,0,1,2,1,1,0,1,0,0,0,24.8914796
143.742,0.001594403,0.229,1,-1,2,2,1,1,0,0.229,1,0.229,28.99001685
143.652,-0.000626318,-0.09,-1,1,2,2,2,1,1,0.09,0,0,18.22855464
144.186,0.003710425,0.534,1,1,1,2,2,2,1,0.534,1,0.534,25.04585861
146.507,0.015969076,2.321,1,1,2,1,2,2,2,2.321,1,2.321,53.21553852
146.798,0.001984283,0.291,1,0,3,2,1,2,2,0.291,1,0.291,48.38016055
146.798,0,0,0,0,2,3,2,1,2,0,0,0,48.38016055
146.798,0,0,0,1,2,2,3,2,1,0,0,0,48.38016055
147.593,0.005400993,0.795,1,1,2,2,2,3,2,0.795,1,0.795,59.59697013
148.595,0.006765999,1.002,1,1,2,2,2,2,3,1.002,1,1.002,67.21247563
149.028,0.002909723,0.433,1,-1,2,2,2,2,2,0.433,1,0.433,82.93873927
148.927,-0.000677955,-0.101,-1,-1,2,2,2,2,2,0.101,0,0,89.19478039
147.585,-0.009051972,-1.342,-1,0,1,2,2,2,2,1.342,0,0,78.52339591
147.585,0,0,0,0,0,1,2,2,2,0,0,0,78.52339591
147.585,0,0,0,-1,2,0,1,2,2,0,0,0,78.52339591
146.256,-0.00904577,-1.329,-1,1,2,2,0,1,2,1.329,0,0,65.2585579
147.567,0.008923799,1.311,1,1,0,2,2,0,1,1.311,1,1.311,70.69457659
147.571,2.71E-05,0.004,1,-1,3,0,2,2,0,0.004,1,0.004,68.95509016
145.098,-0.01690004,-2.473,-1,-1,2,3,0,2,2,2.473,0,0,42.24204383
144.737,-0.002491074,-0.361,-1,0,0,2,3,0,2,0.361,0,0,38.73893564
144.737,0,0,0,0,1,0,2,3,0,0,0,0,38.73893564
144.737,0,0,0,-1,2,1,0,2,3,0,0,0,38.73893564
144.54,-0.001362017,-0.197,-1,-1,2,2,1,0,2,0.197,0,0,32.15246112
144.16,-0.002632492,-0.38,-1,1,1,2,2,1,0,0.38,0,0,22.04009583
144.427,0.001850396,0.267,1,1,1,1,2,2,1,0.267,1,0.267,20.3734707
145.395,0.006679987,0.968,1,-1,2,1,1,2,2,0.968,1,0.968,29.54124189
144.309,-0.007497343,-1.086,-1,0,2,2,1,1,2,1.086,0,0,30.44412607
144.309,0,0,0,0,1,2,2,1,1,0,0,0,30.44412607
144.309,0,0,0,1,2,1,2,2,1,0,0,0,30.44412607
145.438,0.007793045,1.129,1,-1,2,2,1,2,2,1.129,1,1.129,44.99755382
144.974,-0.003195463,-0.464,-1,1,3,2,2,1,2,0.464,0,0,32.31000136
145.759,0.005400157,0.785,1,-1,1,3,2,2,1,0.785,1,0.785,38.82860666
145.037,-0.004965691,-0.722,-1,-1,2,1,3,2,2,0.722,0,0,49.52036484
144.712,-0.002243322,-0.325,-1,0,1,2,1,3,2,0.325,0,0,49.80230903
144.712,0,0,0,0,1,1,2,1,3,0,0,0,49.80230903
144.712,0,0,0,-1,2,1,1,2,1,0,0,0,49.80230903
144.564,-0.001023244,-0.148,-1,-1,2,2,1,1,2,0.148,0,0,50.19126554
143.377,-0.008244791,-1.187,-1,1,1,2,2,1,1,1.187,0,0,44.4711199
144.09,0.00496058,0.713,1,-1,0,1,2,2,1,0.713,1,0.713,47.76139232
144.011,-0.000548419,-0.079,-1,-1,2,0,1,2,2,0.079,0,0,39.57517324
143.484,-0.003666155,-0.527,-1,0,1,2,0,1,2,0.527,0,0,43.21434446
143.484,0,0,0,0,1,1,2,0,1,0,0,0,43.21434446
143.484,0,0,0,-1,2,1,1,2,0,0,0,0,43.21434446
142.318,-0.00815954,-1.166,-1,-1,2,2,1,1,2,1.166,0,0,24.49313277
141.573,-0.005248505,-0.745,-1,1,0,2,2,1,1,0.745,0,0,23.41722683
143.009,0.01009208,1.436,1,1,1,0,2,2,1,1.436,1,1.436,30.49091941
143.634,0.004360832,0.625,1,-1,3,1,0,2,2,0.625,1,0.625,39.90792692
142.642,-0.006930403,-0.992,-1,0,2,3,1,0,2,0.992,0,0,36.41375689
142.642,0,0,0,1,1,2,3,1,0,0,0,0,36.41375689
142.795,0.001072041,0.153,1,-1,2,1,2,3,1,0.153,1,0.153,37.66568009
142.304,-0.003444421,-0.491,-1,-1,2,2,1,2,3,0.491,0,0,36.07345329
142.169,-0.000949124,-0.135,-1,-1,1,2,2,1,2,0.135,0,0,41.4471821
141.814,-0.002500151,-0.355,-1,-1,1,1,2,2,1,0.355,0,0,33.02505967
140.854,-0.006792447,-0.96,-1,-1,1,1,1,2,2,0.96,0,0,29.18918919
140.445,-0.00290794,-0.409,-1,0,1,1,1,1,2,0.409,0,0,29.65046203
140.445,0,0,0,0,1,1,1,1,1,0,0,0,29.65046203
140.445,0,0,0,-1,2,1,1,1,1,0,0,0,29.65046203
139.99,-0.003244962,-0.455,-1,0,2,2,1,1,1,0.455,0,0,32.77087034
139.99,0,0,0,1,1,2,2,1,1,0,0,0,36.8324738
140.538,0.003906923,0.548,1,-1,2,1,2,2,1,0.548,1,0.548,25.88327152
140.275,-0.001873133,-0.263,-1,-1,2,2,1,2,2,0.263,0,0,14.72379752
139.922,-0.002519657,-0.353,-1,0,1,2,2,1,2,0.353,0,0,17.00630762
139.922,0,0,0,0,1,1,2,2,1,0,0,0,17.00630762
139.922,0,0,0,-1,2,1,1,2,2,0,0,0,13.80700428
139.736,-0.001330196,-0.186,-1,0,2,2,1,1,2,0.186,0,0,14.95633188
139.736,0,0,0,-1,1,2,2,1,1,0,0,0,15.52847832
137.303,-0.017564766,-2.433,-1,-1,2,1,2,2,1,2.433,0,0,9.773497414
136.008,-0.009476455,-1.295,-1,1,0,2,1,2,2,1.295,0,0,9.222484012
138.017,0.014663158,2.009,1,0,0,0,2,1,2,2.009,1,2.009,33.90347388
138.017,0,0,0,0,3,0,0,2,1,0,0,0,33.90347388
138.017,0,0,0,1,2,3,0,0,2,0,0,0,33.90347388
138.898,0.006362985,0.881,1,-1,2,2,3,0,0,0.881,1,0.881,43.14759036
138.205,-0.005001761,-0.693,-1,1,2,2,2,3,0,0.693,0,0,39.69518531
138.271,0.000477437,0.066,1,-1,1,2,2,2,3,0.066,1,0.066,36.14133757
138.189,-0.000593214,-0.082,-1,1,2,1,2,2,2,0.082,0,0,36.95923981
139.339,0.0082875,1.15,1,0,1,2,1,2,2,1.15,1,1.15,46.68561683
139.339,0,0,0,0,3,1,2,1,2,0,0,0,46.68561683
139.339,0,0,0,-1,2,3,1,2,1,0,0,0,46.68561683
139.125,-0.001537003,-0.214,-1,1,2,2,3,1,2,0.214,0,0,46.53745891
139.77,0.004625405,0.645,1,1,1,2,2,3,1,0.645,1,0.645,50.17955218
140.486,0.005109625,0.716,1,1,2,1,2,2,3,0.716,1,0.716,70.53283447
141.83,0.009521318,1.344,1,-1,2,2,1,2,2,1.344,1,1.344,87.32051282
141.25,-0.004097787,-0.58,-1,0,3,2,2,1,2,0.58,0,0,75.37278292
141.25,0,0,0,0,1,3,2,2,1,0,0,0,75.37278292
141.25,0,0,0,1,2,1,3,2,2,0,0,0,75.37278292
141.292,0.000297301,0.042,1,1,2,2,1,3,2,0.042,1,0.042,71.63774403
141.684,0.002770555,0.392,1,1,2,2,2,1,3,0.392,1,0.392,83.25367998
143.22,0.010782684,1.536,1,-1,2,2,2,2,1,1.536,1,1.536,86.92732428
143.199,-0.000146638,-0.021,-1,1,3,2,2,2,2,0.021,0,0,87.72590361
144.554,0.009417869,1.355,1,0,1,3,2,2,2,1.355,1,1.355,88.0934989
144.554,0,0,0,0,3,1,3,2,2,0,0,0,88.0934989
144.554,0,0,0,-1,2,3,1,3,2,0,0,0,88.0934989
143.829,-0.005028046,-0.725,-1,-1,2,2,3,1,3,0.725,0,0,81.97389886
142.914,-0.006382043,-0.915,-1,1,1,2,2,3,1,0.915,0,0,70.61369001
142.973,0.00041275,0.059,1,-1,1,1,2,2,3,0.059,1,0.059,67.84330607
142.664,-0.002163586,-0.309,-1,1,2,1,1,2,2,0.309,0,0,57.0273003
143.172,0.00355449,0.508,1,0,1,2,1,1,2,0.508,1,0.508,66.39372228
143.172,0,0,0,-1,2,1,2,1,1,0,0,0,66.39372228
143.001,-0.001195081,-0.171,-1,1,2,2,1,2,1,0.171,0,0,64.51185148
143.226,0.001572179,0.225,1,-1,1,2,2,1,2,0.225,1,0.225,65.55662806
142.402,-0.005769758,-0.824,-1,-1,2,1,2,2,1,0.824,0,0,55.40012034
142.161,-0.001693826,-0.241,-1,1,1,2,1,2,2,0.241,0,0,40.10835046
142.194,0.000232104,0.033,1,-1,1,1,2,1,2,0.033,1,0.033,40.63373719
142.004,-0.001337096,-0.19,-1,0,2,1,1,2,1,0.19,0,0,19.64285714
142.004,0,0,0,0,1,2,1,1,2,0,0,0,19.64285714
142.004,0,0,0,-1,2,1,2,1,1,0,0,0,19.64285714
141.932,-0.000507157,-0.072,-1,1,2,2,1,2,1,0.072,0,0,23.25909219
142.388,0.003207656,0.456,1,1,1,2,2,1,2,0.456,1,0.456,41.48316062
142.57,0.001277381,0.182,1,-1,2,1,2,2,1,0.182,1,0.182,43.72469636
141.354,-0.008565725,-1.216,-1,1,2,2,1,2,2,1.216,0,0,34.0942205
142.342,0.00696523,0.988,1,0,0,2,2,1,2,0.988,1,0.988,40.97433667
142.342,0,0,0,0,2,0,2,2,1,0,0,0,40.97433667
142.342,0,0,0,1,2,2,0,2,2,0,0,0,42.55703637
142.887,0.003821495,0.545,1,1,2,2,2,0,2,0.545,1,0.545,46.42932378
144.477,0.011066217,1.59,1,1,2,2,2,2,0,1.59,1,1.59,68.81915473
144.639,0.001120658,0.162,1,-1,3,2,2,2,2,0.162,1,0.162,72.80088333
144.317,-0.002228714,-0.322,-1,1,2,3,2,2,2,0.322,0,0,68.54796435
144.464,0.001018073,0.147,1,0,1,2,3,2,2,0.147,1,0.147,71.65492958
144.464,0,0,0,0,2,1,2,3,2,0,0,0,71.65492958
144.464,0,0,0,1,2,2,1,2,3,0,0,0,71.65492958
145.393,0.006410079,0.929,1,1,2,2,2,1,2,0.929,1,0.929,76.47238795
146.517,0.007701042,1.124,1,1,2,2,2,2,1,1.124,1,1.124,78.6537127
147.685,0.007940164,1.168,1,-1,3,2,2,2,2,1.168,1,1.168,81.22329386
147.675,-6.77E-05,-0.01,-1,1,3,3,2,2,2,0.01,0,0,95.24695777
147.816,0.000954344,0.141,1,0,2,3,3,2,2,0.141,1,0.141,94.59107201
147.816,0,0,0,0,2,2,3,3,2,0,0,0,94.59107201
147.816,0,0,0,-1,2,2,2,3,3,0,0,0,94.59107201
147.249,-0.003843226,-0.567,-1,1,2,2,2,2,3,0.567,0,0,85.40584416
147.408,0.001079221,0.159,1,-1,1,2,2,2,2,0.159,1,0.159,80.9896384
147.159,-0.001690617,-0.249,-1,-1,2,1,2,2,2,0.249,0,0,76.1627907
145.924,-0.008427697,-1.235,-1,-1,1,2,1,2,2,1.235,0,0,64.02513528
144.666,-0.008658301,-1.258,-1,0,0,1,2,1,2,1.258,0,0,51.47660819
144.666,0,0,0,0,0,0,1,2,1,0,0,0,51.47660819
144.666,0,0,0,1,2,0,0,1,2,0,0,0,51.47660819
146.171,0.010349532,1.505,1,-1,2,2,0,0,1,1.505,1,1.505,55.24541532
145.497,-0.004621701,-0.674,-1,1,3,2,2,0,0,0.674,0,0,42.67872524
148.222,0.018555682,2.725,1,-1,1,3,2,2,0,2.725,1,2.725,53.15029919
147.846,-0.002539958,-0.376,-1,1,3,1,3,2,2,0.376,0,0,50.96186298
148.187,0.002303798,0.341,1,0,1,3,1,3,2,0.341,1,0.341,52.0409286
148.187,0,0,0,0,2,1,3,1,3,0,0,0,52.0409286
148.187,0,0,0,-1,2,2,1,3,1,0,0,0,52.0409286
147.616,-0.003860682,-0.571,-1,1,2,2,2,1,3,0.571,0,0,52.01803585
147.73,0.000771976,0.114,1,-1,1,2,2,2,1,0.114,1,0.114,51.77939876
145.993,-0.011827608,-1.737,-1,-1,2,1,2,2,2,1.737,0,0,44.46659074
145.104,-0.006107949,-0.889,-1,1,0,2,1,2,2,0.889,0,0,45.9764475
145.189,0.000585615,0.085,1,0,1,0,2,1,2,0.085,1,0.085,52.90007763
145.189,0,0,0,0,2,1,0,2,1,0,0,0,52.90007763
145.189,0,0,0,-1,2,2,1,0,2,0,0,0,52.90007763
145.065,-0.000854424,-0.124,-1,1,2,2,2,1,0,0.124,0,0,42.75798848
